flight_key,flight_id,airline_key,airline,route_key,date_key,source,destination,route,departure_datetime,arrival_datetime,departure_date,departure_hour,arrival_date,arrival_hour,flight_duration_minutes,flight_duration_hours,is_overnight,duration_anomaly
140,AI031,1,Air India,20,20260420,DEL,MAA,DEL → MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,2026-04-20,13,2026-04-20,16,186.0,3.1,0,0
141,AI178,1,Air India,11,20260420,CCU,BLR,CCU → BLR,2026-04-20 13:04:41.703,2026-04-20 14:03:41.703,2026-04-20,13,2026-04-20,14,59.0,0.9833333333333333,0,0
142,SJ089,3,SpiceJet,23,20260420,HYD,CCU,HYD → CCU,2026-04-20 12:42:41.702,2026-04-20 17:15:41.702,2026-04-20,12,2026-04-20,17,273.0,4.55,0,0
143,UK166,4,Vistara,25,20260420,HYD,MAA,HYD → MAA,2026-04-20 12:39:41.703,2026-04-20 17:32:41.703,2026-04-20,12,2026-04-20,17,293.0,4.883333333333334,0,0
144,UK104,4,Vistara,17,20260420,DEL,BOM,DEL → BOM,2026-04-20 12:30:41.702,2026-04-20 13:52:41.702,2026-04-20,12,2026-04-20,13,82.0,1.3666666666666667,0,0
145,6E168,2,IndiGo,24,20260420,HYD,DEL,HYD → DEL,2026-04-20 12:18:41.703,2026-04-20 15:58:41.703,2026-04-20,12,2026-04-20,15,220.0,3.6666666666666665,0,0
146,AI222,1,Air India,8,20260420,BOM,DEL,BOM → DEL,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,2026-04-20,12,2026-04-20,13,64.0,1.0666666666666667,0,0
147,SJ025,3,SpiceJet,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 12:02:41.701,2026-04-20 15:29:41.701,2026-04-20,12,2026-04-20,15,207.0,3.45,0,0
148,6E255,2,IndiGo,17,20260420,DEL,BOM,DEL → BOM,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,2026-04-20,11,2026-04-20,15,214.0,3.566666666666667,0,0
149,UK228,4,Vistara,20,20260420,DEL,MAA,DEL → MAA,2026-04-20 11:58:41.704,2026-04-20 15:08:41.704,2026-04-20,11,2026-04-20,15,190.0,3.1666666666666665,0,0
150,6E158,2,IndiGo,15,20260420,CCU,MAA,CCU → MAA,2026-04-20 11:58:41.703,2026-04-20 16:04:41.703,2026-04-20,11,2026-04-20,16,246.0,4.1,0,0
151,SJ218,3,SpiceJet,19,20260420,DEL,HYD,DEL → HYD,2026-04-20 11:58:41.703,2026-04-20 15:03:41.703,2026-04-20,11,2026-04-20,15,185.0,3.0833333333333335,0,0
152,6E034,2,IndiGo,8,20260420,BOM,DEL,BOM → DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,2026-04-20,11,2026-04-20,12,56.0,0.9333333333333333,0,0
153,UK156,4,Vistara,26,20260420,MAA,BLR,MAA → BLR,2026-04-20 11:50:41.703,2026-04-20 15:54:41.703,2026-04-20,11,2026-04-20,15,244.0,4.066666666666666,0,0
154,6E105,2,IndiGo,1,20260420,BLR,BOM,BLR → BOM,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,2026-04-20,11,2026-04-20,12,72.0,1.2,0,0
155,6E073,2,IndiGo,18,20260420,DEL,CCU,DEL → CCU,2026-04-20 11:38:41.702,2026-04-20 15:18:41.702,2026-04-20,11,2026-04-20,15,220.0,3.6666666666666665,0,0
156,SJ074,3,SpiceJet,18,20260420,DEL,CCU,DEL → CCU,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,2026-04-20,11,2026-04-20,12,41.0,0.6833333333333333,0,0
157,6E234,2,IndiGo,8,20260420,BOM,DEL,BOM → DEL,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,2026-04-20,11,2026-04-20,14,171.0,2.85,0,0
158,6E068,2,IndiGo,4,20260420,BLR,HYD,BLR → HYD,2026-04-20 11:17:41.701,2026-04-20 15:06:41.701,2026-04-20,11,2026-04-20,15,229.0,3.816666666666667,0,0
159,6E074,2,IndiGo,22,20260420,HYD,BOM,HYD → BOM,2026-04-20 11:09:41.702,2026-04-20 14:29:41.702,2026-04-20,11,2026-04-20,14,200.0,3.3333333333333335,0,0
160,AI038,1,Air India,25,20260420,HYD,MAA,HYD → MAA,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,2026-04-20,11,2026-04-20,15,279.0,4.65,0,0
161,AI079,1,Air India,11,20260420,CCU,BLR,CCU → BLR,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,2026-04-20,11,2026-04-20,13,135.0,2.25,0,0
162,SJ018,3,SpiceJet,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,2026-04-20,10,2026-04-20,13,153.0,2.55,0,0
163,6E018,2,IndiGo,16,20260420,DEL,BLR,DEL → BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,2026-04-20,10,2026-04-20,11,46.0,0.7666666666666667,0,0
164,AI091,1,Air India,15,20260420,CCU,MAA,CCU → MAA,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,2026-04-20,10,2026-04-20,15,263.0,4.383333333333334,0,0
165,UK071,4,Vistara,19,20260420,DEL,HYD,DEL → HYD,2026-04-20 10:50:41.701,2026-04-20 14:06:41.701,2026-04-20,10,2026-04-20,14,196.0,3.2666666666666666,0,0
166,AI019,1,Air India,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,2026-04-20,10,2026-04-20,11,62.0,1.0333333333333334,0,0
167,UK212,4,Vistara,25,20260420,HYD,MAA,HYD → MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,2026-04-20,10,2026-04-20,11,45.0,0.75,0,0
168,AI146,1,Air India,3,20260420,BLR,DEL,BLR → DEL,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,2026-04-20,10,2026-04-20,13,186.0,3.1,0,0
169,6E232,2,IndiGo,26,20260420,MAA,BLR,MAA → BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,2026-04-20,10,2026-04-20,12,103.0,1.7166666666666666,0,0
170,6E084,2,IndiGo,14,20260420,CCU,HYD,CCU → HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,2026-04-20,10,2026-04-20,11,60.00496666666666,1.0000827777777777,0,0
171,AI129,1,Air India,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,2026-04-20,10,2026-04-20,13,189.0,3.15,0,0
172,AI240,1,Air India,29,20260420,MAA,DEL,MAA → DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,2026-04-20,10,2026-04-20,12,147.0,2.45,0,0
173,6E091,2,IndiGo,2,20260420,BLR,CCU,BLR → CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,2026-04-20,10,2026-04-20,11,86.0,1.4333333333333333,0,0
174,UK133,4,Vistara,8,20260420,BOM,DEL,BOM → DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,2026-04-20,10,2026-04-20,13,192.0,3.2,0,0
175,SJ007,3,SpiceJet,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,2026-04-20,10,2026-04-20,14,290.0,4.833333333333333,0,0
176,SJ141,3,SpiceJet,13,20260420,CCU,DEL,CCU → DEL,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,2026-04-20,10,2026-04-20,13,217.0,3.6166666666666667,0,0
177,6E049,2,IndiGo,24,20260420,HYD,DEL,HYD → DEL,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,2026-04-20,10,2026-04-20,13,193.0,3.216666666666667,0,0
178,SJ235,3,SpiceJet,8,20260420,BOM,DEL,BOM → DEL,2026-04-20 09:57:41.704,2026-04-20 13:45:41.704,2026-04-20,9,2026-04-20,13,228.0,3.8,0,0
179,UK087,4,Vistara,25,20260420,HYD,MAA,HYD → MAA,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,2026-04-20,9,2026-04-20,13,208.0,3.466666666666667,0,0
180,UK170,4,Vistara,6,20260420,BOM,BLR,BOM → BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,2026-04-20,9,2026-04-20,11,110.0,1.8333333333333333,0,0
181,SJ078,3,SpiceJet,19,20260420,DEL,HYD,DEL → HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,2026-04-20,9,2026-04-20,12,188.0,3.1333333333333333,0,0
182,SJ075,3,SpiceJet,26,20260420,MAA,BLR,MAA → BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,2026-04-20,9,2026-04-20,11,97.0,1.6166666666666667,0,0
183,AI159,1,Air India,21,20260420,HYD,BLR,HYD → BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,2026-04-20,9,2026-04-20,11,133.0,2.216666666666667,0,0
184,UK120,4,Vistara,24,20260420,HYD,DEL,HYD → DEL,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,2026-04-20,9,2026-04-20,13,251.0,4.183333333333334,0,0
185,AI059,1,Air India,13,20260420,CCU,DEL,CCU → DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,2026-04-20,9,2026-04-20,11,147.0,2.45,0,0
186,UK040,4,Vistara,23,20260420,HYD,CCU,HYD → CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,2026-04-20,9,2026-04-20,10,77.0,1.2833333333333334,0,0
187,AI044,1,Air India,26,20260420,MAA,BLR,MAA → BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,2026-04-20,9,2026-04-20,12,213.0,3.55,0,0
188,AI078,1,Air India,17,20260420,DEL,BOM,DEL → BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,2026-04-20,8,2026-04-20,13,270.0,4.5,0,0
189,SJ226,3,SpiceJet,22,20260420,HYD,BOM,HYD → BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,2026-04-20,8,2026-04-20,12,247.0,4.116666666666666,0,0
190,6E209,2,IndiGo,28,20260420,MAA,CCU,MAA → CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,2026-04-20,8,2026-04-20,13,300.0,5.0,0,0
191,UK193,4,Vistara,24,20260420,HYD,DEL,HYD → DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,2026-04-20,8,2026-04-20,9,35.0,0.5833333333333334,0,0
192,6E092,2,IndiGo,26,20260420,MAA,BLR,MAA → BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,2026-04-20,8,2026-04-20,9,36.0,0.6,0,0
193,AI208,1,Air India,1,20260420,BLR,BOM,BLR → BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,2026-04-20,8,2026-04-20,11,194.0,3.2333333333333334,0,0
194,SJ227,3,SpiceJet,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,2026-04-20,8,2026-04-20,12,261.0,4.35,0,0
195,6E238,2,IndiGo,8,20260420,BOM,DEL,BOM → DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,2026-04-20,8,2026-04-20,9,48.0,0.8,0,0
196,AI084,1,Air India,9,20260420,BOM,HYD,BOM → HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,2026-04-20,8,2026-04-20,9,75.0,1.25,0,0
197,SJ228,3,SpiceJet,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,2026-04-20,8,2026-04-20,12,227.0,3.783333333333333,0,0
198,UK194,4,Vistara,12,20260420,CCU,BOM,CCU → BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,2026-04-20,8,2026-04-20,9,60.00495,1.0000825,0,0
199,6E126,2,IndiGo,15,20260420,CCU,MAA,CCU → MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,2026-04-20,8,2026-04-20,9,78.0,1.3,0,0
200,SJ052,3,SpiceJet,26,20260420,MAA,BLR,MAA → BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,2026-04-20,8,2026-04-20,9,97.0,1.6166666666666667,0,0
201,AI233,1,Air India,1,20260420,BLR,BOM,BLR → BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,2026-04-20,8,2026-04-20,9,108.0,1.8,0,0
202,AI213,1,Air India,23,20260420,HYD,CCU,HYD → CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,2026-04-20,8,2026-04-20,9,71.0,1.1833333333333333,0,0
203,UK076,4,Vistara,28,20260420,MAA,CCU,MAA → CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,2026-04-20,8,2026-04-20,12,263.0,4.383333333333334,0,0
204,SJ022,3,SpiceJet,16,20260420,DEL,BLR,DEL → BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,2026-04-20,7,2026-04-20,11,191.0,3.183333333333333,0,0
205,SJ002,3,SpiceJet,17,20260420,DEL,BOM,DEL → BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,2026-04-20,7,2026-04-20,12,286.0,4.766666666666667,0,0
206,AI163,1,Air India,25,20260420,HYD,MAA,HYD → MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,2026-04-20,7,2026-04-20,8,61.0,1.0166666666666666,0,0
207,UK229,4,Vistara,24,20260420,HYD,DEL,HYD → DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,2026-04-20,7,2026-04-20,11,257.0,4.283333333333333,0,0
208,UK185,4,Vistara,20,20260420,DEL,MAA,DEL → MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,2026-04-20,7,2026-04-20,8,77.0,1.2833333333333334,0,0
209,6E029,2,IndiGo,6,20260420,BOM,BLR,BOM → BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,2026-04-20,7,2026-04-20,11,254.0,4.233333333333333,0,0
210,6E056,2,IndiGo,10,20260420,BOM,MAA,BOM → MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,2026-04-20,7,2026-04-20,8,109.0,1.8166666666666667,0,0
211,AI062,1,Air India,29,20260420,MAA,DEL,MAA → DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,2026-04-20,6,2026-04-20,7,36.0,0.6,0,0
212,UK034,4,Vistara,16,20260420,DEL,BLR,DEL → BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,2026-04-20,6,2026-04-20,10,204.0,3.4,0,0
213,UK079,4,Vistara,16,20260420,DEL,BLR,DEL → BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,2026-04-20,6,2026-04-20,10,231.0,3.85,0,0
214,AI135,1,Air India,1,20260420,BLR,BOM,BLR → BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,2026-04-20,6,2026-04-20,9,161.0,2.683333333333333,0,0
215,SJ061,3,SpiceJet,26,20260420,MAA,BLR,MAA → BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,2026-04-20,6,2026-04-20,9,177.0,2.95,0,0
216,AI047,1,Air India,15,20260420,CCU,MAA,CCU → MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,2026-04-20,6,2026-04-20,7,47.0,0.7833333333333333,0,0
217,UK210,4,Vistara,18,20260420,DEL,CCU,DEL → CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,2026-04-20,6,2026-04-20,7,55.0,0.9166666666666666,0,0
218,AI088,1,Air India,29,20260420,MAA,DEL,MAA → DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,2026-04-20,6,2026-04-20,10,216.0,3.6,0,0
219,UK177,4,Vistara,19,20260420,DEL,HYD,DEL → HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,2026-04-20,6,2026-04-20,10,269.0,4.483333333333333,0,0
220,AI128,1,Air India,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,2026-04-20,6,2026-04-20,10,236.0,3.933333333333333,0,0
221,AI158,1,Air India,13,20260420,CCU,DEL,CCU → DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,2026-04-20,6,2026-04-20,9,177.0,2.95,0,0
222,UK206,4,Vistara,26,20260420,MAA,BLR,MAA → BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,2026-04-20,6,2026-04-20,10,273.0,4.55,0,0
223,SJ138,3,SpiceJet,1,20260420,BLR,BOM,BLR → BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,2026-04-20,5,2026-04-20,6,48.0,0.8,0,0
224,AI034,1,Air India,17,20260420,DEL,BOM,DEL → BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,2026-04-20,5,2026-04-20,10,283.0,4.716666666666667,0,0
225,AI012,1,Air India,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,2026-04-20,5,2026-04-20,9,243.0,4.05,0,0
226,6E083,2,IndiGo,3,20260420,BLR,DEL,BLR → DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,2026-04-20,5,2026-04-20,6,39.0,0.65,0,0
227,SJ083,3,SpiceJet,26,20260420,MAA,BLR,MAA → BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,2026-04-20,5,2026-04-20,8,184.0,3.066666666666667,0,0
228,SJ186,3,SpiceJet,13,20260420,CCU,DEL,CCU → DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,2026-04-20,5,2026-04-20,7,131.0,2.183333333333333,0,0
229,UK001,4,Vistara,13,20260420,CCU,DEL,CCU → DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,2026-04-20,5,2026-04-20,6,85.0,1.4166666666666667,0,0
230,AI217,1,Air India,11,20260420,CCU,BLR,CCU → BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,2026-04-20,4,2026-04-20,7,137.0,2.283333333333333,0,0
231,6E178,2,IndiGo,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,2026-04-20,4,2026-04-20,9,263.0,4.383333333333334,0,0
232,UK015,4,Vistara,1,20260420,BLR,BOM,BLR → BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,2026-04-20,4,2026-04-20,6,107.0,1.7833333333333334,0,0
233,AI112,1,Air India,16,20260420,DEL,BLR,DEL → BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,2026-04-20,4,2026-04-20,8,223.0,3.716666666666667,0,0
234,UK100,4,Vistara,11,20260420,CCU,BLR,CCU → BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,2026-04-20,4,2026-04-20,7,152.0,2.533333333333333,0,0
235,6E133,2,IndiGo,26,20260420,MAA,BLR,MAA → BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,2026-04-20,4,2026-04-20,6,107.0,1.7833333333333334,0,0
236,AI227,1,Air India,5,20260420,BLR,MAA,BLR → MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,2026-04-20,4,2026-04-20,8,226.0,3.7666666666666666,0,0
237,UK093,4,Vistara,23,20260420,HYD,CCU,HYD → CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,2026-04-20,4,2026-04-20,5,50.0,0.8333333333333334,0,0
238,UK203,4,Vistara,4,20260420,BLR,HYD,BLR → HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,2026-04-20,4,2026-04-20,5,72.0,1.2,0,0
239,UK154,4,Vistara,30,20260420,MAA,HYD,MAA → HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,2026-04-20,4,2026-04-20,7,237.0,3.95,0,0
240,UK073,4,Vistara,2,20260420,BLR,CCU,BLR → CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,2026-04-20,3,2026-04-20,8,250.0,4.166666666666667,0,0
241,AI164,1,Air India,16,20260420,DEL,BLR,DEL → BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,2026-04-20,3,2026-04-20,5,108.0,1.8,0,0
242,UK008,4,Vistara,11,20260420,CCU,BLR,CCU → BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,2026-04-20,3,2026-04-20,4,37.0,0.6166666666666667,0,0
243,UK051,4,Vistara,24,20260420,HYD,DEL,HYD → DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,2026-04-20,3,2026-04-20,6,180.0,3.0,0,0
244,UK208,4,Vistara,18,20260420,DEL,CCU,DEL → CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,2026-04-20,3,2026-04-20,8,297.0,4.95,0,0
245,AI150,1,Air India,8,20260420,BOM,DEL,BOM → DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,2026-04-20,3,2026-04-20,4,47.0,0.7833333333333333,0,0
246,AI189,1,Air India,13,20260420,CCU,DEL,CCU → DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,2026-04-20,3,2026-04-20,5,108.0,1.8,0,0
247,6E230,2,IndiGo,11,20260420,CCU,BLR,CCU → BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,2026-04-20,3,2026-04-20,6,193.0,3.216666666666667,0,0
248,6E169,2,IndiGo,8,20260420,BOM,DEL,BOM → DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,2026-04-20,3,2026-04-20,8,279.0,4.65,0,0
249,AI205,1,Air India,1,20260420,BLR,BOM,BLR → BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,2026-04-20,3,2026-04-20,5,108.0,1.8,0,0
250,AI103,1,Air India,1,20260420,BLR,BOM,BLR → BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,2026-04-20,3,2026-04-20,4,38.0,0.6333333333333333,0,0
251,6E250,2,IndiGo,16,20260420,DEL,BLR,DEL → BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,2026-04-20,3,2026-04-20,7,244.0,4.066666666666666,0,0
252,AI246,1,Air India,6,20260420,BOM,BLR,BOM → BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,2026-04-20,3,2026-04-20,6,199.0,3.316666666666667,0,0
253,6E187,2,IndiGo,10,20260420,BOM,MAA,BOM → MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,2026-04-20,3,2026-04-20,7,258.0,4.3,0,0
254,AI082,1,Air India,18,20260420,DEL,CCU,DEL → CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,2026-04-20,3,2026-04-20,6,162.0,2.7,0,0
255,UK116,4,Vistara,12,20260420,CCU,BOM,CCU → BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,2026-04-20,3,2026-04-20,7,228.0,3.8,0,0
256,SJ169,3,SpiceJet,10,20260420,BOM,MAA,BOM → MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,2026-04-20,3,2026-04-20,7,286.0,4.766666666666667,0,0
257,AI175,1,Air India,9,20260420,BOM,HYD,BOM → HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,2026-04-20,3,2026-04-20,6,227.0,3.783333333333333,0,0
258,SJ098,3,SpiceJet,25,20260420,HYD,MAA,HYD → MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,2026-04-20,3,2026-04-20,3,35.0,0.5833333333333334,0,0
259,SJ191,3,SpiceJet,1,20260420,BLR,BOM,BLR → BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,2026-04-20,3,2026-04-20,4,82.0,1.3666666666666667,0,0
260,SJ017,3,SpiceJet,20,20260420,DEL,MAA,DEL → MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,2026-04-20,2,2026-04-20,5,123.0,2.05,0,0
261,UK188,4,Vistara,26,20260420,MAA,BLR,MAA → BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,2026-04-20,2,2026-04-20,3,49.0,0.8166666666666667,0,0
262,AI196,1,Air India,30,20260420,MAA,HYD,MAA → HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,2026-04-20,2,2026-04-20,4,93.0,1.55,0,0
263,AI068,1,Air India,6,20260420,BOM,BLR,BOM → BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,2026-04-20,2,2026-04-20,4,120.00496666666666,2.0000827777777777,0,0
264,SJ097,3,SpiceJet,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,2026-04-20,2,2026-04-20,5,170.0,2.8333333333333335,0,0
265,SJ030,3,SpiceJet,19,20260420,DEL,HYD,DEL → HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,2026-04-20,2,2026-04-20,3,43.0,0.7166666666666667,0,0
266,6E179,2,IndiGo,25,20260420,HYD,MAA,HYD → MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,2026-04-20,2,2026-04-20,6,255.0,4.25,0,0
267,6E156,2,IndiGo,27,20260420,MAA,BOM,MAA → BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,2026-04-20,2,2026-04-20,4,154.0,2.566666666666667,0,0
268,6E250,2,IndiGo,11,20260420,CCU,BLR,CCU → BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,2026-04-20,2,2026-04-20,2,33.0,0.55,0,0
269,SJ057,3,SpiceJet,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,2026-04-20,2,2026-04-20,5,192.0,3.2,0,0
270,6E036,2,IndiGo,11,20260420,CCU,BLR,CCU → BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,2026-04-20,2,2026-04-20,6,283.0,4.716666666666667,0,0
271,6E201,2,IndiGo,12,20260420,CCU,BOM,CCU → BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,2026-04-20,2,2026-04-20,6,280.0,4.666666666666667,0,0
272,6E143,2,IndiGo,13,20260420,CCU,DEL,CCU → DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,2026-04-20,2,2026-04-20,6,239.0,3.9833333333333334,0,0
273,6E177,2,IndiGo,25,20260420,HYD,MAA,HYD → MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,2026-04-20,2,2026-04-20,4,142.0,2.3666666666666667,0,0
274,6E031,2,IndiGo,6,20260420,BOM,BLR,BOM → BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,2026-04-20,2,2026-04-20,6,277.0,4.616666666666666,0,0
275,UK165,4,Vistara,16,20260420,DEL,BLR,DEL → BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,2026-04-20,1,2026-04-20,6,253.0,4.216666666666667,0,0
276,6E122,2,IndiGo,16,20260420,DEL,BLR,DEL → BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,2026-04-20,1,2026-04-20,5,224.0,3.7333333333333334,0,0
277,AI009,1,Air India,18,20260420,DEL,CCU,DEL → CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,2026-04-20,1,2026-04-20,4,154.0,2.566666666666667,0,0
278,6E046,2,IndiGo,16,20260420,DEL,BLR,DEL → BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,2026-04-20,1,2026-04-20,5,221.0,3.683333333333333,0,0
279,AI051,1,Air India,26,20260420,MAA,BLR,MAA → BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,2026-04-20,1,2026-04-20,2,55.0,0.9166666666666666,0,0
280,UK222,4,Vistara,7,20260420,BOM,CCU,BOM → CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,2026-04-20,1,2026-04-20,2,95.0,1.5833333333333333,0,0
